Date,Open,High,Low,Close,Volume,average,barCount
2025-06-13,209.84,211.44,208.22,208.89,39632349.0,209.686,222928
2025-06-16,210.45,211.95,209.64,210.77,21538217.0,210.756,120885
2025-06-17,209.07,210.45,208.37,208.55,21792369.0,209.355,125522
2025-06-18,208.43,211.39,207.78,209.65,20480084.0,210.046,117348
2025-06-20,211.11,211.25,208.46,209.21,22165163.0,209.639,132340
2025-06-23,208.48,211.78,206.81,211.77,27188298.0,209.719,142562
2025-06-24,213.29,214.93,212.36,214.47,20822760.0,214.074,111568
2025-06-25,214.66,214.73,211.89,211.97,19351467.0,212.702,99420
2025-06-26,212.83,215.55,212.7,215.41,19367199.0,214.157,99637
2025-06-27,216.06,217.41,214.12,215.48,33193853.0,215.845,166587
2025-06-30,216.68,216.71,215.39,215.79,17840037.0,216.053,92407
2025-07-01,214.59,220.53,214.14,218.01,31880382.0,217.861,164132
2025-07-02,218.37,221.1,217.36,221.03,27102066.0,219.56,154499
2025-07-03,222.04,223.33,221.77,223.08,14672791.0,222.782,80592
2025-07-07,221.57,222.82,218.41,219.73,28735142.0,220.506,152864
2025-07-08,220.58,222.29,220.33,221.25,21814645.0,221.362,115977
2025-07-09,222.54,223.69,221.11,223.65,23288400.0,222.509,128449
2025-07-10,223.38,226.05,222.86,224.8,22252732.0,224.806,113202
2025-07-11,223.17,223.54,221.57,221.7,23697766.0,222.374,122887
2025-07-14,221.36,223.34,221.06,223.19,18394010.0,222.429,97832
2025-07-15,224.07,224.23,218.8,218.82,32917893.0,220.918,187074
2025-07-16,220.21,221.37,216.91,221.02,34305855.0,219.576,180817
2025-07-17,221.08,224.2,220.71,223.92,25815404.0,223.304,129640
2025-07-18,225.26,225.37,221.98,222.33,27563589.0,222.953,148402
2025-07-21,223.55,224.41,221.25,221.43,21532090.0,222.954,120853
2025-07-22,221.62,223.81,220.66,223.27,22195756.0,222.561,117986
2025-07-23,224.82,226.71,224.06,226.68,27454906.0,225.499,151952
2025-07-24,225.51,225.85,223.48,223.55,19125517.0,224.626,100303
2025-07-25,224.42,224.6,222.54,224.38,16906403.0,223.614,92812
2025-07-28,225.3,225.44,223.43,224.12,17382821.0,224.21,100136
2025-07-29,225.6,225.69,222.05,222.69,20912451.0,223.381,113044
2025-07-30,223.63,224.94,220.12,221.56,36740381.0,222.613,205546
2025-07-31,220.46,222.02,218.88,219.39,31459230.0,220.288,174206
2025-08-01,216.19,216.56,212.34,214.92,43433010.0,214.763,232450
2025-08-04,216.54,219.74,216.08,219.73,22916175.0,218.089,124870
2025-08-05,220.56,221.26,218.23,220.85,23142246.0,220.174,131329
2025-08-06,220.95,220.99,219.38,220.56,17631543.0,220.344,97411
2025-08-07,222.75,222.84,218.5,219.84,28562310.0,219.848,149721
2025-08-08,221.07,221.57,219.74,220.32,21651019.0,220.595,112380
2025-08-11,220.76,221.68,219.81,220.27,19807416.0,220.442,101462
2025-08-12,221.85,226.98,221.15,226.81,31064239.0,224.498,181240
2025-08-13,228.3,231.46,227.83,231.22,29542044.0,229.59,156409
2025-08-14,228.44,228.8,226.17,228.24,28919231.0,227.75,153758
2025-08-15,228.61,228.78,226.03,227.13,19884793.0,227.175,110309
2025-08-18,227.2,228.46,226.94,227.96,13900614.0,227.832,78216
2025-08-19,228.0,228.98,225.68,226.21,18556824.0,226.952,108528
2025-08-20,225.93,226.38,223.69,225.41,23004870.0,224.936,128423
2025-08-21,224.41,226.32,223.78,225.97,17766446.0,225.372,105783
2025-08-22,227.37,235.42,227.18,234.83,38660221.0,233.591,219552
2025-08-25,234.14,234.3,232.36,232.36,20836680.0,233.469,123189
2025-08-26,232.83,234.87,232.59,234.28,17577194.0,234.13,101583
2025-08-27,233.74,236.12,233.55,235.94,17759146.0,235.497,105210
2025-08-28,236.97,236.97,235.34,236.22,17407457.0,236.081,101188
2025-08-29,236.76,237.02,234.37,235.17,21364980.0,235.117,117947
2025-09-02,231.99,234.4,231.47,233.9,24052370.0,232.996,119896
2025-09-03,233.28,235.26,232.46,233.67,24808693.0,233.549,137250
2025-09-04,234.24,236.67,233.58,236.59,21589509.0,235.019,109255
2025-09-05,237.72,239.68,234.95,237.77,35545595.0,237.134,171468
2025-09-08,238.51,238.56,236.39,238.25,23634241.0,237.593,118929
2025-09-09,237.9,237.96,235.42,236.85,28267805.0,236.695,142068
2025-09-10,237.3,238.27,235.46,236.43,25610335.0,236.848,126770
