Date,Adj Close,Close,High,Low,Open,Volume
2025-09-02,634.884765625,640.27001953125,640.489990234375,634.9199829101562,637.5,81983500
2025-09-03,638.3255615234375,643.739990234375,644.2100219726562,640.4600219726562,642.6699829101562,70820900
2025-09-04,643.6603393554688,649.1199951171875,649.1500244140625,643.510009765625,644.4199829101562,65219200
2025-09-05,641.7960815429688,647.239990234375,652.2100219726562,643.3300170898438,651.47998046875,85178900
2025-09-08,643.372802734375,648.8300170898438,649.8400268554688,647.22998046875,648.6199951171875,63133100
2025-09-09,644.8601684570312,650.3300170898438,650.8599853515625,647.219970703125,648.969970703125,66133900
2025-09-10,646.724365234375,652.2100219726562,654.5499877929688,650.6300048828125,653.6199951171875,78034500
2025-09-11,652.0987548828125,657.6300048828125,658.3300170898438,653.5900268554688,654.1799926757812,69934400
2025-09-12,651.8805541992188,657.4099731445312,659.1099853515625,656.9000244140625,657.5999755859375,72780100
2025-09-15,655.3511352539062,660.9099731445312,661.0399780273438,659.3400268554688,659.6400146484375,63772400
2025-09-16,654.4488525390625,660.0,661.780029296875,659.2100219726562,661.469970703125,61169000
2025-09-17,653.6357421875,659.1799926757812,661.719970703125,654.2999877929688,660.010009765625,101952200
2025-09-18,656.6898193359375,662.260009765625,664.8900146484375,660.27001953125,661.8900146484375,90459200
2025-09-19,659.9423217773438,663.7000122070312,664.5499877929688,660.3699951171875,662.3300170898438,97945600
2025-09-22,663.0645751953125,666.8400268554688,667.2899780273438,662.1699829101562,662.2000122070312,69452200
2025-09-23,659.4551391601562,663.2100219726562,667.3400268554688,661.97998046875,666.719970703125,81708900
2025-09-24,657.3569946289062,661.0999755859375,664.6099853515625,659.6699829101562,664.510009765625,68082200
2025-09-25,654.3242797851562,658.0499877929688,659.4099731445312,654.4099731445312,657.9400024414062,89622100
2025-09-26,658.072998046875,661.8200073242188,662.3699951171875,657.8800048828125,659.510009765625,69179200
2025-09-29,659.9224243164062,663.6799926757812,665.280029296875,661.8599853515625,664.3599853515625,73499000
2025-09-30,662.4082641601562,666.1799926757812,666.6500244140625,661.6099853515625,662.9299926757812,86288000
2025-10-01,664.6654052734375,668.4500122070312,669.3699951171875,663.0599975585938,663.1699829101562,72545400
2025-10-02,665.4309692382812,669.219970703125,670.5700073242188,666.780029296875,670.4500122070312,56896000
2025-10-03,665.421142578125,669.2100219726562,672.6799926757812,668.1599731445312,669.989990234375,70494400
2025-10-06,667.8074951171875,671.6099853515625,672.510009765625,669.4600219726562,671.6199951171875,54623300
2025-10-07,665.3316040039062,669.1199951171875,672.989990234375,667.6699829101562,672.5399780273438,72020100
2025-10-08,669.2990112304688,673.1099853515625,673.2100219726562,669.4199829101562,670.25,60702200
2025-10-09,667.3600463867188,671.1599731445312,673.9400024414062,669.2100219726562,673.530029296875,66501900
2025-10-10,649.32275390625,653.02001953125,673.9500122070312,652.8400268554688,672.1300048828125,159422600
2025-10-13,659.2860107421875,663.0399780273438,665.1300048828125,659.77001953125,660.6500244140625,79560500
2025-10-14,658.4805908203125,662.22998046875,665.8300170898438,653.1699829101562,657.1699829101562,88779600
2025-10-15,661.4039306640625,665.1699829101562,670.22998046875,658.9299926757812,666.8200073242188,81702600
2025-10-16,656.8995971679688,660.6400146484375,668.7100219726562,657.1099853515625,666.8200073242188,110563300
2025-10-17,660.62841796875,664.3900146484375,665.760009765625,658.1400146484375,659.5,96500900
2025-10-20,667.499267578125,671.2999877929688,672.2100219726562,667.27001953125,667.3200073242188,60493400
2025-10-21,667.4893188476562,671.2899780273438,672.989990234375,669.97998046875,671.4400024414062,56249000
2025-10-22,664.0191040039062,667.7999877929688,672.0,663.2999877929688,672.0,80564000
2025-10-23,667.9566650390625,671.760009765625,672.7100219726562,667.7999877929688,668.1199951171875,65604500
2025-10-24,673.4155883789062,677.25,678.469970703125,675.6500244140625,676.4600219726562,74356500
2025-10-27,681.3603515625,685.239990234375,685.5399780273438,682.1199951171875,682.72998046875,63339800
2025-10-28,683.1700439453125,687.0599975585938,688.9099731445312,684.8300170898438,687.0499877929688,61738100
2025-10-29,683.4982299804688,687.3900146484375,689.7000122070312,682.8699951171875,688.719970703125,85657100
2025-10-30,675.9810180664062,679.8300170898438,685.9400024414062,679.8300170898438,683.9000244140625,76335800
2025-10-31,678.1983032226562,682.0599975585938,685.0800170898438,679.239990234375,685.0399780273438,87164100
2025-11-03,679.4711303710938,683.3400268554688,685.7999877929688,679.9400024414062,685.6699829101562,57315000
2025-11-04,671.4169921875,675.239990234375,679.9600219726562,674.5800170898438,676.1099853515625,78427000
2025-11-05,673.7437133789062,677.5800170898438,680.8599853515625,674.1699829101562,674.97998046875,74402400
2025-11-06,666.514892578125,670.3099975585938,677.3800048828125,668.719970703125,676.469970703125,85035300
2025-11-07,667.1710815429688,670.969970703125,671.0800170898438,661.2100219726562,667.9099731445312,100592400
2025-11-10,677.5818481445312,681.4400024414062,682.1799926757812,675.030029296875,677.239990234375,75842900
2025-11-11,679.1329956054688,683.0,683.5700073242188,678.72998046875,679.9500122070312,58953400
2025-11-12,679.5109252929688,683.3800048828125,684.9600219726562,680.9500122070312,684.7899780273438,62312500
2025-11-13,668.235107421875,672.0399780273438,680.8599853515625,670.52001953125,680.5,103457800
2025-11-14,668.1256713867188,671.9299926757812,675.6599731445312,663.27001953125,665.3800048828125,96846700
2025-11-17,661.901123046875,665.6699829101562,673.7100219726562,662.1699829101562,669.7000122070312,90456100
2025-11-18,656.3427734375,660.0800170898438,665.1199951171875,655.8599853515625,662.0999755859375,114467500
2025-11-19,658.8783569335938,662.6300048828125,667.3400268554688,658.75,660.780029296875,94703000
2025-11-20,648.8355712890625,652.530029296875,675.5599975585938,651.8900146484375,672.9099731445312,165293500
2025-11-21,655.2987670898438,659.030029296875,664.5499877929688,650.8499755859375,655.0499877929688,123956200
2025-11-24,664.9437866210938,668.72998046875,670.0599975585938,661.5900268554688,662.6900024414062,80437900
2025-11-25,671.1982421875,675.02001953125,676.2100219726562,664.47998046875,668.6300048828125,81077100
2025-11-26,675.8318481445312,679.6799926757812,681.7000122070312,676.719970703125,677.6300048828125,71879600
2025-11-28,679.5208129882812,683.3900146484375,683.6699829101562,680.5,680.8599853515625,49212000
2025-12-01,676.41845703125,680.27001953125,682.989990234375,678.739990234375,678.8099975585938,61201200
2025-12-02,677.67138671875,681.530029296875,683.8200073242188,679.3300170898438,681.9199829101562,62953800
2025-12-03,680.0180053710938,683.8900146484375,684.9099731445312,679.6900024414062,680.5700073242188,57238500
2025-12-04,680.51513671875,684.3900146484375,685.3699951171875,681.3400268554688,685.2999877929688,61970300
2025-12-05,681.8078002929688,685.6900024414062,688.3900146484375,684.5800170898438,685.469970703125,79241000
2025-12-08,679.7594604492188,683.6300048828125,686.6400146484375,681.5700073242188,686.5900268554688,55231500
2025-12-09,679.1727905273438,683.0399780273438,685.3900146484375,682.5900268554688,683.1500244140625,58310100
2025-12-10,683.6771850585938,687.5700073242188,688.969970703125,681.3099975585938,682.5599975585938,85671300
2025-12-11,685.26806640625,689.1699829101562,689.25,682.1699829101562,685.1400146484375,86173700
2025-12-12,677.9000854492188,681.760009765625,688.8800048828125,679.1699829101562,688.1699829101562,113160300
2025-12-15,676.8758544921875,680.72998046875,685.760009765625,679.25,685.739990234375,90811000
2025-12-16,675.0264282226562,678.8699951171875,681.0800170898438,674.97998046875,679.22998046875,122030600
2025-12-17,667.5986938476562,671.4000244140625,680.4400024414062,671.2000122070312,679.8900146484375,110625200
2025-12-18,672.6399536132812,676.469970703125,680.739990234375,674.9000244140625,677.5999755859375,108650100
2025-12-19,678.7363891601562,680.5900268554688,681.0900268554688,676.469970703125,676.5900268554688,103599500
2025-12-22,682.96484375,684.8300170898438,685.3599853515625,680.5900268554688,683.9400024414062,69556700
2025-12-23,686.0863037109375,687.9600219726562,688.2000122070312,683.8699951171875,683.9199829101562,64840000
2025-12-24,688.4996948242188,690.3800048828125,690.8300170898438,687.7999877929688,687.9500122070312,39445600
2025-12-26,688.4298706054688,690.3099975585938,691.6599731445312,689.27001953125,690.6400146484375,41613300
2025-12-29,685.9765625,687.8499755859375,689.2000122070312,686.0700073242188,687.5399780273438,62559500
2025-12-30,685.138916015625,687.010009765625,688.5599975585938,686.5800170898438,687.4500122070312,47160700
2025-12-31,680.062744140625,681.9199829101562,687.3599853515625,681.7100219726562,687.1400146484375,74144800
2026-01-02,681.309326171875,683.1699829101562,686.8699951171875,679.8200073242188,685.7100219726562,89377200
2026-01-05,685.846923828125,687.719970703125,689.4299926757812,686.3800048828125,686.5399780273438,71927200
2026-01-06,689.92578125,691.8099975585938,692.3200073242188,687.780029296875,687.9299926757812,69273800
2026-01-07,687.701904296875,689.5800170898438,693.9600219726562,689.3200073242188,692.1900024414062,75588300
2026-01-08,687.632080078125,689.510009765625,690.6199951171875,687.489990234375,688.8200073242188,64019200
2026-01-09,692.1796264648438,694.0700073242188,695.3099975585938,689.1799926757812,690.6300048828125,80125500
2026-01-12,693.2666625976562,695.1599731445312,696.0900268554688,690.6300048828125,690.6799926757812,63976000
2026-01-13,691.8804931640625,693.77001953125,696.0900268554688,691.3499755859375,695.489990234375,78309700
2026-01-14,688.479736328125,690.3599853515625,691.719970703125,686.0399780273438,691.0,94676700
2026-01-15,690.3546142578125,692.239990234375,695.4500122070312,691.25,694.5700073242188,77862000
2026-01-16,689.7761840820312,691.6599731445312,694.25,690.0999755859375,693.6599731445312,79289200
2026-01-20,675.7345581054688,677.5800170898438,684.77001953125,676.5700073242188,681.489990234375,111623300
2026-01-21,683.5332641601562,685.4000244140625,688.739990234375,678.1300048828125,679.6500244140625,127844500
2026-01-22,687.103515625,688.97998046875,691.1300048828125,686.9199829101562,689.8499755859375,77112200
2026-01-23,687.352783203125,689.22998046875,690.9600219726562,687.1599731445312,688.1500244140625,63059600
2026-01-26,690.84326171875,692.72998046875,694.1300048828125,689.9199829101562,690.489990234375,60473800
2026-01-27,693.5957641601562,695.489990234375,696.530029296875,693.5700073242188,694.1799926757812,55506100
2026-01-28,693.5259399414062,695.4199829101562,697.8400268554688,693.9400024414062,697.0499877929688,61172200
2026-01-29,692.1497192382812,694.0399780273438,697.0599975585938,684.8300170898438,696.3900146484375,97486200
2026-01-30,690.0853271484375,691.969970703125,694.2100219726562,687.1199951171875,691.7899780273438,101835100
2026-02-02,693.5159912109375,695.4099731445312,696.9299926757812,689.4199829101562,689.5800170898438,79286500
2026-02-03,687.6520385742188,689.530029296875,696.9600219726562,684.030029296875,696.2100219726562,107904600
