window,start,np_pct,dd_pct,dbr,tbr,orders,days_to_6,pass_any,pass_fast15,pass_fast10,spy_ret3,spy_ret5,spy_ret10,spy_ret20,spy_rsma20,spy_rsma50,spy_rv5,spy_rv10,spy_rv20,spy_rng5,spy_rng10,spy_dd20,spy_dd50,spy_gap1,qqq_ret3,qqq_ret5,qqq_ret10,qqq_ret20,qqq_rsma20,qqq_rsma50,qqq_rv5,qqq_rv10,qqq_rv20,qqq_rng5,qqq_rng10,qqq_dd20,qqq_dd50,qqq_gap1,iwm_ret3,iwm_ret5,iwm_ret10,iwm_ret20,iwm_rsma20,iwm_rsma50,iwm_rv5,iwm_rv10,iwm_rv20,iwm_rng5,iwm_rng10,iwm_dd20,iwm_dd50,iwm_gap1,vixy_ret3,vixy_ret5,vixy_ret10,vixy_ret20,vixy_rsma5,vixy_rsma10,vixy_rsma20,vixy_rv5,vixy_rng5,vixy_close,vix_ret3,vix_ret5,vix_ret10,vix_ret20,vix_rsma5,vix_rsma10,vix_rsma20,vix_rv5,vix_rng5,vix_close,risk_on_breadth5,trend_breadth20,qqq_minus_spy_ret5,iwm_minus_spy_ret5
W_2023-01-01_2023-02-14,2023-01-01,-2.468,3.4,0,0,27,-1,0,0,0,0.0027005736648659795,0.004491467350271616,-0.018479100985040353,-0.061245058441708244,-0.018224590890711045,-0.016995613440745183,0.18264904376018787,0.1884964078125469,0.18810599538265374,0.013082682311351032,0.014822512792845688,-0.06835732472446532,-0.06835732472446532,-0.0073022839952558635,0.010243616149100188,-0.0017994113388654087,-0.0383185211016438,-0.09342231488276365,-0.035816521034342186,-0.042265078915628584,0.2476405601625508,0.23659084457050839,0.23217697419214003,0.017646236311002456,0.019214516635582303,-0.10307196712555422,-0.10307196712555422,-0.010584023789141452,0.006581222616411031,0.004377848387763006,-0.007513616350529717,-0.06739412521951449,-0.016057620497035963,-0.029580103610040487,0.24487403893256962,0.2173210782348921,0.2160962284068081,0.01595138153778842,0.016777256720084163,-0.07677644791453653,-0.08018567811778854,-0.008636029241720678,-0.01811905475818476,-0.04450038195017192,-0.058726206654359125,-0.04047213730285715,-0.01146629311441194,-0.023427426339433954,-0.03799820270181886,0.18623118138974984,0.028098170414354556,227.60000610351562,0.000923808688964245,-0.013654949769533742,-0.050810330761656974,0.09223789867095111,0.005381830947781774,0.0017103538083662606,-0.00966569394922523,0.5889969046318706,0.057083595180734595,21.670000076293945,2,0,-0.006290878689137025,-0.00011361896250861037
W_2023-01-08_2023-02-21,2023-01-08,-1.689,1.7,0,0,11,-1,0,0,0,0.019064069923894422,0.01210093913341348,0.004789828685795694,-0.012920991562024753,0.00420095489945016,-0.00393470778989502,0.21144744209181043,0.20274118464817412,0.20112293445047794,0.01644613140243346,0.016684076099100036,-0.05459330116506389,-0.05459330116506389,0.008513839493854494,0.01633384992132325,0.008857473840030883,-0.017005025439684074,-0.041813749108367326,-0.0120607702038813,-0.02995033054343932,0.25819470202891787,0.270982256315442,0.2516272236379859,0.022260455539060198,0.02142380480931976,-0.09458372617895838,-0.09458372617895838,0.006766647381721629,0.024106159640730374,0.01561335791960361,0.009550926622311273,-0.010916740160252125,0.01075760270430326,-0.012415149183896634,0.2190620916355503,0.23191646426600063,0.21593383045428954,0.018820077536679213,0.018376054222212196,-0.048542636027763764,-0.0631989654032149,0.009327558983726652,-0.04501329184594849,-0.053368380933055515,-0.04416961249818874,-0.12388666438670293,-0.026978458061788224,-0.04828924838748094,-0.0704866946437348,0.2475000297399921,0.030549792072368253,216.39999389648438,-0.07729259769643926,-0.014459018916467614,0.05281512117888787,-0.06834220121484991,-0.041027525099718076,-0.03179988234986886,-0.042743593679186453,0.7425164817980916,0.055000219140772896,21.1299991607666,3,2,-0.003243465293382597,0.00351241878619013
W_2023-01-15_2023-02-28,2023-01-15,-1.789,1.9,0,0,15,-1,0,0,0,0.02027757104822636,0.02685016952244723,0.039276020922973665,-0.002253364822828785,0.033895430024808215,0.02031306449630521,0.07781489200706503,0.1520803011572246,0.19513553073855186,0.013435166729114883,0.014940649065774173,-0.0015033978810814475,-0.02920897103368869,-0.00841393694525156,0.02983548381431822,0.045275349629508854,0.0545338486944813,-0.019336177990618153,0.04141262757794606,0.01427208306846861,0.07651872594912501,0.18893055394398792,0.25286548882901394,0.018311702188635315,0.020286078863847756,-0.007208255802016672,-0.05359068782146359,-0.009138103940218134,0.03623072818094952,0.05332808381043175,0.06977407218973442,0.03807092800602119,0.06095156419314596,0.03957789767677644,0.09881481880915223,0.17140367321173777,0.2229303018535012,0.01632033328731245,0.017570205411995835,-0.001547951808484993,-0.013241161316538297,-0.00715708883360957,-0.0671785048465694,-0.10166358881934057,-0.14960634861726407,-0.14436621255426285,-0.055577174150241326,-0.09209792271527428,-0.13330364434235098,0.4125885318544136,0.03793186590584502,194.39999389648438,-0.10835760692436136,-0.13156644059213563,-0.14412313785530928,-0.13197725112257486,-0.08996228739267897,-0.1302905082108291,-0.14348392070773142,0.9681504622047584,0.07751214577308548,18.350000381469727,3,3,0.018425180107061623,0.026477914287984516
W_2023-01-22_2023-03-07,2023-01-22,-1.789,1.9,0,0,15,-1,0,0,0,-0.0047514497902314545,-0.002720643378459564,0.04349201272506886,0.040311126276962206,0.021753707249159815,0.00990209614220161,0.2049227964570305,0.18550729736166724,0.18215809026339308,0.014836495003804984,0.015225966912140801,-0.010868765420152915,-0.035591575188522184,0.0037566678675607515,0.004049101712936487,0.013008439496889235,0.08066368677515934,0.04874966132780778,0.04256871168328202,0.016130522365989997,0.25470197890414104,0.2149756354180389,0.2372014884981207,0.018686006195050314,0.02026938206175458,-0.007060345457823747,-0.0478308137074992,0.005960438614636127,-0.009527962575211713,-0.004251243271471861,0.06540765251849101,0.07009018763316255,0.036987188517482394,0.02547274639969177,0.20485636415159889,0.1993583064403215,0.20969888358854688,0.017397452154001243,0.017597936640142763,-0.02074520156887094,-0.02384471581913683,0.003680583676364123,0.0030612556301816696,-0.013052163075093381,-0.11281588136925313,-0.1626916373583761,-0.010269816315031322,-0.038348634205157994,-0.09153918874897671,0.43195144775056843,0.043976793545782704,196.60000610351562,0.02530990473503225,0.054168903977505733,-0.1162065364823327,-0.07588450630836929,0.008433244330192213,-0.01742400076769779,-0.05295799448187466,0.6521411175717895,0.0720873861906858,19.850000381469727,1,3,0.0157290828753488,-0.0015305998930122966
W_2023-01-29_2023-03-14,2023-01-29,-0.1,0.8,0,0,4,-1,0,0,0,0.013693104201893735,0.024754945114921156,0.02196695235895052,0.07704558150990959,0.0332215950378707,0.03136813798046578,0.09734406652012258,0.1578394319436388,0.1605094797756574,0.013523817718582609,0.014180156361193796,-0.006076075470592079,-0.011717697563946472,-0.0026930113351219887,0.027360733717220365,0.04804024848486277,0.06167361664758286,0.1390234633355536,0.06834089942671362,0.05994301775908828,0.1831430470611902,0.21672094438462008,0.2087478201535877,0.01980513811208177,0.019245572153566048,-0.006705558688781643,-0.006705558688781643,-0.004568065571075819,0.014176479212031579,0.02453528269373373,0.02017973396679662,0.11171056815881819,0.04135941901596962,0.047316536142870014,0.08368745570733124,0.15493048724181077,0.17972255301028142,0.016173429495235026,0.01678544082461814,-0.003783506091207478,-0.003783506091207478,-0.0030759537471592075,-0.03088393481100915,-0.07426249059131917,-0.08634536752885213,-0.21416236958709955,-0.029022633218897864,-0.05719023156745573,-0.11344927743402244,0.19842765490779768,0.04108166012706952,182.0,-0.03593752638747194,-0.06750630361895615,-0.016994142120062117,-0.16395660618056784,-0.02916184602456462,-0.04464515888194265,-0.09226882611163689,0.1791587647519944,0.06392412150472632,18.510000228881836,3,3,0.023285303369941612,-0.00021966242118742763
W_2023-02-05_2023-03-21,2023-02-05,-0.1,0.8,0,0,4,-1,0,0,0,0.014441042507708834,0.016441563666328207,0.04160351878741264,0.08690495228099149,0.03217943800849943,0.04470270187870895,0.21817847908581478,0.15981727069215074,0.1685292122886621,0.016224361594837793,0.014874089656710202,-0.014247786306477828,-0.014247786306477828,-0.012452618783548157,0.039236975596295354,0.03348404301344643,0.08313287324495322,0.17050236406826236,0.06955718100228836,0.08940381672603603,0.39365230961461456,0.2902803119357795,0.24861791532434177,0.023146159440287205,0.02147564877618449,-0.023909717467227698,-0.023909717467227698,-0.02175028471944769,0.02877590290666876,0.039086420458592785,0.06458069952776424,0.13421242400036837,0.05416096428942496,0.08258275559148465,0.2701428966092083,0.19013976350496414,0.18960913038039778,0.022026772944285455,0.019100101219760243,-0.011392096136959351,-0.011392096136959351,-0.01114363973501781,-0.0043716013757257866,0.0010988843310011376,-0.07324521214761004,-0.17779787035235273,0.0010988843310011376,-0.013642292419920654,-0.06362423708456688,0.44942150963495364,0.05126898207382417,182.1999969482422,-0.05515462452907416,-0.009724489624528432,-0.07657432889435178,-0.18388242783241282,-0.027792519640511215,-0.03322785407032569,-0.06388846920865876,0.9943144505530158,0.08782919387616533,18.329999923706055,3,3,0.017042479347118222,0.022644856792264578
W_2023-02-12_2023-03-28,2023-02-12,-0.1,0.8,0,0,4,-1,0,0,0,-0.01722101653325192,-0.010452279604215131,0.005817432241542075,0.027912175857393917,0.009788815016801289,0.03090962696144328,0.1562125072153342,0.18451386008875442,0.16760989514753263,0.014078843211358699,0.015151602403098246,-0.02455114406447656,-0.02455114406447656,-0.0030214719039845872,-0.03285140220528593,-0.021163957880199424,0.011611430257251643,0.07400116580325045,0.020114715525372695,0.059243456299327146,0.23149374103207732,0.3181484495222534,0.26775100532412127,0.020593532021845905,0.02186984573106656,-0.044567651094023275,-0.044567651094023275,-0.007292434841104856,-0.026945517042244682,-0.03391039011267061,0.0038505945800633157,0.02410803252109961,0.002819115049894627,0.04095330673552855,0.16996010612677886,0.24552470316027175,0.2002109553710267,0.01913980590075349,0.020583289422519475,-0.04491617582542462,-0.04491617582542462,-0.003422281480281752,0.0838851942838823,0.07793631825513159,0.07912084558507892,-0.014056240435010303,0.03695878509231454,0.05761978404138057,0.037123053442810416,0.4400313412544821,0.04542740034298403,196.39999389648438,0.10021440806671511,0.12002186427148898,0.10913022327313593,0.090281506629176,0.03728783733723651,0.06246445869074524,0.06103677759793058,0.7169507779865802,0.07339874172938719,20.530000686645508,0,3,-0.010711678275984293,-0.023458110508455476
W_2023-02-19_2023-04-04,2023-02-19,-0.1,0.8,0,0,4,-1,0,0,0,-0.013038010594770277,-0.0019115742646863554,-0.012343873560202723,0.02874609665163863,-0.0023516521782555033,0.026884188695803113,0.1471662788587565,0.1437932394555588,0.15420716658314096,0.011714621978304616,0.012896732594831659,-0.02641578699400071,-0.02641578699400071,-0.005437447896886045,-0.01822329694503866,0.004871509494866366,-0.016395548807095373,0.06537431535709604,0.0034652937769648062,0.05872635147318439,0.21970217730036623,0.217227649164562,0.2618223590292681,0.01714150255710579,0.018867517289475853,-0.039913253334625365,-0.039913253334625365,-0.007352392213982465,0.0032206659065410204,0.014817967318561331,-0.01959490584655832,0.04372034095445443,0.00692120259615292,0.05177802548328736,0.13802235926911713,0.16744160375661007,0.18692203926681664,0.01808594292630856,0.018612874413531023,-0.030763774932319077,-0.030763774932319077,-0.0037383239765638953,0.03732164196297716,-0.037678177833267434,0.03732164196297716,-0.03865720176790843,0.019197587478800848,0.008430265221152977,0.015746759472392124,0.5967564975949033,0.039236596683175064,189.0,0.05869913375506819,-0.0248417053981681,0.09219861107974969,0.00856423541697482,0.024879719572296954,0.01815595500232514,0.03668800877671741,1.054398644141542,0.08665661426560486,20.020000457763672,2,2,0.006783083759552722,0.016729541583247687
W_2023-02-26_2023-04-11,2023-02-26,0.071,0.3,0,0,4,-1,0,0,0,-0.006790426921109094,-0.029146649191887364,-0.026308657916979783,-0.020679419684218603,-0.02766295152382614,-0.001205958421663933,0.15498783513155717,0.15225238921791198,0.16676193768002687,0.011229375851546427,0.011463015469037195,-0.0524252176705613,-0.0524252176705613,-0.013078396112615392,-0.007414184555425529,-0.03775134240120326,-0.03258415145491611,-0.005079396785219514,-0.030551638821743055,0.022764728996486072,0.2067982240568786,0.2135334106800848,0.26814002945102766,0.014179400507950793,0.015830150596957963,-0.06959317483416627,-0.06959317483416627,-0.01704736012982668,0.0004268358009973383,-0.026427889072568322,-0.012741527206165615,-0.00556853556084469,-0.02286125555866636,0.017576240167003432,0.23630957788211485,0.19461783768166463,0.21690731337854507,0.015351437806041987,0.016579473276981276,-0.05896818390003966,-0.05896818390003966,-0.013894784973446256,-0.028515181745386475,0.05106386225274262,0.019607858575435344,0.0669546941663226,0.01084513677848098,0.03347284351710278,0.0525755424564347,0.7439370189245362,0.044820064149226915,197.60000610351562,-0.05247051678637704,0.0743678727975301,0.04635446809560939,0.1569674642771821,0.003333629941731031,0.051074349701623056,0.09064371725035403,1.2004807442617242,0.07185048630580407,21.670000076293945,0,0,-0.008604693209315895,0.0027187601193190414
W_2023-03-05_2023-04-18,2023-03-05,0.071,0.3,0,0,4,-1,0,0,0,0.020012094282417126,0.019703308598784552,-0.010017626016751158,-0.030207774784695385,-0.0024359712100168185,0.016606667918039664,0.1328489404631275,0.15887069883780247,0.15130130420093768,0.01141921334271582,0.011324294597131124,-0.030649684010558786,-0.03375485931389832,0.0047761341045847484,0.02084751045130373,0.026828803866765893,-0.011935361895426433,-0.03862443377958713,-0.0009251544612997042,0.04464415463903704,0.17208564695244685,0.20956008873081597,0.21503027944523884,0.014356171677137052,0.014267786092543927,-0.04068639001461061,-0.04463147260549183,0.00606256389660464,0.017642722146019363,0.021278895045877766,-0.005711350304549945,-0.03438890213970813,0.0020223613215566427,0.032337224834245726,0.08840844313102673,0.18598341913446254,0.1730010283754543,0.014310481844030064,0.014830959825036027,-0.03831670112850516,-0.03894406665041694,0.00423573395690214,-0.06008582250524108,-0.11336036671749328,-0.06808512261573307,-0.03204421575556804,-0.048653364641690566,-0.07702034964749116,-0.06947101458357474,0.28062088819866493,0.03678686151533983,175.1999969482422,-0.1067633290032528,-0.14674666792708346,-0.08329203266341612,-0.012813656005541407,-0.07835711703811254,-0.11233799806888045,-0.08292829609391705,0.3485918820887878,0.07215093131327258,18.489999771118164,3,1,0.007125495267981341,0.0015755864470932135
